paragraph,label
芯動之旅：透過線上直播的方式，共邀請 803 名預錄取之學生參加，在到職前與公司內學長姊交流、了解工作環境、企業文化等，培養好感度與增進員工投入度,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
實習生計畫：招募約 100 名大專院校學生，透過 1-3 個月的實習計畫，感受在聯發科技工作的氛圍，與技術實務。約 8 成實習生在計畫結束後符合要求可轉為正式員工,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
校企合作：與中國大陸重點一線高校包含，電子科技大學、東南大學、西安電子科技大學等進行校企合作，參與人數超過 500 人，透過技術競賽、夏令營等活動讓大專院校學生從技術與品牌層面了解聯發科技，成為最嚮往雇主,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
聯發科技提供合理且具競爭力的薪酬，期望吸引全球優秀人才加入，並強化現有人才留任,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
場整體薪酬水準，以確保整體獎酬的競爭力。臺灣，相較於證交所 2021 年所公告「平均員工薪資費用」及按其規範所提供「非擔任主管職務全時員工」薪資平均數及中位數，我們均持續維持業界領先,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技亦依各營運據點之當地政府法令、業界實務及人才市場狀況，設計符合當地需求與標準的薪資制度，無性別、國籍、種族、年齡、宗教等差異,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技整體獎酬機制設計是為達成公司短期與中、長期營運目標，依據同仁所擔任的職務與角色、具備的知識與能力並連結公司營運成果及反映個人績效表現所訂定而成。本薪部分，公司依據當地總體經濟指標、市場整體薪酬水準以及其它相關原則，每年定期作出適當調整，具體實現勞資利潤共享的精神,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
人才創新公司治理綠色營運在地實踐附錄全球觀2021 Sustainability Report3.2.4 退休計畫聯發科技國內外營運據點皆依當地政府法令規定制定員工退休相關計畫。臺灣依 < 勞動基準法 > 訂定有確定福利計劃，及依 < 勞工退休金條例 > 訂定有確定提撥計劃。2021 年有 99.2% 的員工適用確定提撥計劃，0.8% 的員工仍適用確定福利計劃,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
依 < 勞動基準法 > 之規定，按員工退休前服務年資及退休前六個月之平均工資計算退休金給付,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
為依法按月就薪資總額 2% 提撥，並以勞工退休準備金監督委員會名義儲存於臺灣銀行之專戶,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
條例 > 規定所訂定之員工退休辦法，為每月提撥退休金至勞工保險局之員工個人專戶，所提撥之退休金不得低於員工每月工資的 6%。2021 年認列確定提撥計畫之退休金費用金額為新台幣 20.68 億元,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
本公司除依法令規定提存退休準備金外，每年亦透過合格精算師，進行退休準備金精算，於帳上提撥退休金，承認退休金負債，保障員工未來請領退休金的權益，進一步鼓勵員工在公司服務能有長遠的規劃與投入,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
公司的永續經營與成長，仰賴員工充分發揮專業與管理才能，透過不同階層的培訓與發展機制，不斷提升員工及主管的競爭力，讓公司成為半導體業全球技術及營運的領導者,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
公司設置專責組織及單位，針對各種層級、不同職務的員工及主管，給予對應的訓練及學習資源，協助其工作職能及職涯的發展,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
2021 根據主管領導職能需求，開發相應之回饋指標及系統平台,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
遠端工作手冊作為遠端工作參考外，亦推出 3 場針對主管的遠端管理直播分享會，共超過 900 個人次參加,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
公司於 2020 年重新訂定主管領導職能需求，並於 2021 年推動 360 度領導職能回饋專案，開發相應的回饋指標及系統平台；透過多元且全面的觀察，包含主管、同儕及部屬的角度，提供受回饋主管建設性的反饋機制，協助主管更全面地了解個人領導優勢及待發展領域，並將回饋結果作為個人領導力發展的重要參考,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"在全體同仁積極參與下，全球參與率達 85%，參與回饋共計 23,108 人次。透過 360 度回饋機制，可加速主管領導職能的發展，帶領組織成員共同成長，也為組織創造雙贏的回饋文化","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技制定的培訓架構，緊扣核心價值、全球布局與策略性發展需求，為高階管理、中階管理、基層管理、一般員工及公司各單位設計學習藍圖,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
人才創新公司治理綠色營運在地實踐附錄全球觀2021 Sustainability Report考量不同角度的發展目的，我們提供完整的培育計畫，確保整體高素質的人才實力，並強化各階層主管的領導與管理能力。包括董事會參與高階經理人培育發展、高潛人才發展、主管領導力發展與專業能力養成,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
人發展計畫，協助主管與同仁在多元且完善的教育訓練體系下，持續強化職涯永續發展的動能,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
人資長定期和執行長及總經理就公司業務發展狀況討論重要組織與高階主管輪調發展計畫，藉由跨單位領域的歷練，培養高階主管領導力,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
每年各組織依不同組織議題與需求，設計並提供主題式工作坊，藉由不同引導方式的設計與最佳案例討論，提升主管思考與解決不同議題的能力。2021 年工作坊主題包含策略方向討論、管理效能發展、分析與解決，及跨團隊合作等議題,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
另因應主管學習重點，選定當年度重點書籍，使主管透過「主管讀書會」交流學習心得，建立公司的管理文化。 2021 年讀書會用書為「穀倉效應」及「這不是我們做事的方法」，全年由各事業部進行讀書會達 50場以上,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
育與組織及業務發展有一致的方向,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
為保持聯發科技在半導體業的技術及營運領導地位，公司針對各階層主管及員工的學習發展，即時根據內外部環境需求進行調整。例如：重新設計主管職能及學習發展藍圖；於線上學習平台建構多語系技術課程專區( 如 :AI 學習資源專區 )，讓全球員工能夠同步學習新知；與 Arm 提供專業訓練共 13 梯，提升同仁技術執行力等,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
為提升主管的管理高度與跨團隊領導的多元思維，公司針對高潛力主管每月規劃人才輔導會談，以 2021 年為例，全年度共有 167 位中高階及基層主管參與輔導會談，總時數超過 1500 人時。另外公司也提供高潛力人才團隊綜效課程、內部 TED Talk 領導經驗分享會等學習資源，加速領導力的提升。搭配完整培訓，2021年高潛力人才庫中，中高階與基層主管各約有 58% 及 33% 獲得職等 / 職位晉升,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"2021 年共挹注超過新台幣 3,728 萬元於教育訓練，教室訓練平均時數為 8.6 小時，總參與人次超過 8 千人次","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
"到職第一天瞭解公司政策制度，到職後一至兩個月另有半天針對公司的共通語言的課程（核心價值、當責、PDCA），讓同仁更進一步認知企業文化。2021 年，受 COVID-19 影響，亦將新人到職一至兩個月後的企業文化認知課程調整為線上課程，使新進同仁在疫情的狀況下仍能即時了解公司文化、融入工作環境。2021 年度共有 2,556 人次完訓","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
所有單位針對該部門執掌持續更新新進人員訓練藍圖,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
聯發科技重視職場與實驗室安全，工程單位同仁在進入實驗室操作儀器前皆需要通過實驗室工安訓練,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CSR 相關課程涵蓋安全衛生管理、職場性騷擾防治、內線交易防範等必備課程，完成訓練比例為 100%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"因應公司策略目標及領導職能方向，重新設計管理課程主軸，利用多元的學習方式，提升主管管理能力，2021 年 2,710 人次完訓：中階主管   利用個案研討及小組分享等方式，重新強化主管商業智謀、策略思考、組織設計及人才發展能力的培養","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]"
受 COVID-19 影響，2021 年也持續進行線上直播，透過多元互動的學習方式，建立內容共創的學習環境,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"提供英、日文課程，除面授外，另有線上英文方案，提供彈性、多元的上課方式因應不同的學習需求，2021 年共有 1,349 人次完訓","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
除上述內部訓練課程外，公司亦提供同仁根據工作專業需求至外部參加訓練、強化專業技能，並予以相關補助， 2021 年共有 351 人次申請補助,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]"
COVID-19 疫情嚴峻期間，因應各地辦公室遠端工作需求程度不一，提供同仁及主管遠端工作及管理手冊依需要進行自主學習,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
於 2021 年中臺灣地區疫情嚴峻時，即時邀請公司內部一級、二級主管進行 3 場遠端管理直播分享，協助主管了解遠端管理的挑戰與機會，共超過900 個人次參加。同時，邀請外部心理專家錄製 2 集 Podcast，分別針對疫情下的工作、管理調適提供技巧與心法，共超過 1000 個人次上線學習,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
為提升主管管理職能、有效促進良好的工作溝通、提供同仁健全的工作環境，特聘專業心理師進行「主管敏感度訓練」、一次課程共 6 小時，受訓對象除新升任主管外，也會因應各事業部或組織需求進行專班訓練，2021共舉辦 5 個梯次實體訓練、2 個梯次虛擬線上教學、共計 202 位主管與資深同仁參與,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
為協助中階主管提升領導職能，公司於 2021 年施行 360 度回饋作業，之後針對回饋報告解讀及主管教練技巧，特舉辦線上論壇分享說明供主管學習，總計 700 多位主管熱烈參與對話及討論,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"290 門，全球參與人次超過 16,000 人","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"持續深耕 AI 課程，培訓 1568 人次。透過 CTO AI 講堂，邀請國內外專家做趨勢剖析、經驗分享，總計超過 2,000 人次參與。此外，亦舉辦 AI 趨勢與應用講座讓主管同仁同步掌握 AI 趨勢脈動，總計 845 人次參與","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
聯發科技重視人才訓練與發展，主管依照員工個人工作內容、績效評核結果與職涯發展需要，協助員工訂定年度發展計畫，做為員工訓練計劃的依據,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
檢視期初設定目標與個人發展計劃完成進度，以及再次對焦下半年工作績效與發展目標計畫,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
透過持續性的指導與回饋，確保目標一致與有效達成，以創造最佳的組織與個人績效,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
"2020 年線上學習網站升級，成為全球共享與共創的學習平台，提升學習的互動性；截至 2022 年 3 月底止，平台上共提供 3041 堂線上課程，於 2021 年共有 613,274 人次上線學習，相較於 2020 大幅增加了 63%","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
檢視並評核同仁當年度工作成果表現後，溝通評核結果與建設性回饋，以達到提升個人績效與能力發展之目的，並做為訂定下年度工作目標與個人發展計畫的基礎,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技績效管理與發展制度人次參與,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
標對焦、雙向對話、即時回饋與績效評估，以協助並發展同仁達成最佳工作成果與展現核心價值，進而創造最佳的組織與個人績效,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
協助同仁了解公司 / 組織發展方向與目標，同仁與主管共同設定連結組織目標的工作績效目標及個人發展目標,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
場環境。迄今總計 340 位同仁申請，共 143 位實際完成轉調，轉職媒合成功率為 42%，大部分同仁在申請成功後畫標定達成工作成果的路線,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
約四個月左右可完成內部轉調,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
"人才創新公司治理綠色營運在地實踐附錄全球觀2021 Sustainability Report3.4 員工體驗公司於 2016 年起推行兩年一度的全球員工意見調查，傾聽並收集全球同仁的想法及回饋，協助公司強化不同面向的作為；這同時也是衡量企業文化落實，與員工關係維護的重要指標之一。在 2021 年展開的全球員工意見調查中共回收超過 13,000 份回覆，填答率達 86%，較 2019 年提升 4%，展現同仁關心公司，且肯定公司對於調查結果的重視。調查題組涵蓋公司品牌、領導運籌、職涯發展、工作生活等共 15 個面向，相較於前次調查結果，超過92% 的項目獲得進步，同時也有 93% 的項目領先全球高科技公司常模","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技恪遵全球各營運據點所在地法規，遵循國際人權公約所揭櫫之原則，維護員工結社自由的權益，杜絕侵犯及違反人權之行為,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
性別傾向或婚姻狀況而有所差異,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
"聯發科技確保在不同性別員工雇用上不歧視。在 2021 年聯發科技及其全球子公司之員工總數中，女性同仁比例約為 20%，在研發 / 技術部門中女性員工人數為 2,907 位，佔全公司研發 / 技術部門比例約為 18%，高於臺灣電子、電機、資工科系女性畢業生平均佔比 (13~15%)","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
我所屬的工作團隊持續努力 尋找更好的方式以服務客戶,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
我所屬的工作團隊能有效的 克服工作上的挑戰,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
我願意付出更多心力協助我 們公司成功,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
為確保員工能獲得平等尊重的環境，依法制定「性騷擾防治措施申訴及懲處辦法」，並成立「性騷擾申訴處理委員會」、性騷擾防治專線與申訴信箱，處理職場平權議題。2021 年職場不法侵害教育訓練，新人完訓率為 100%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
聯發科技在全球推動並實踐平等互相尊重的職場環境，在臺灣總部依照職業安全衛生法規範，要求全體員工參與職場不法侵害訓練，並列入新人到職訓練必修課程，2021 年完訓率達 100%。此外，依照「性別工作平等法」、 「工作場所性騷擾防治措施申訴及懲戒辦法訂定準則」、「性騷擾防治法」及「性騷擾防治準則」等法規制定 「性騷擾防治措施申訴及懲處辦法」，並成立「性騷擾申訴處理委員會」、性騷擾防治專線與申訴信箱，處理 對公司而言，員工意見調查只是個開端，更會從同仁的建議中歸納出未來調整的重點方向，並產出可執行的行動方案。公司也承諾會持續關注各項行動方案的進展，以確保能夠不斷精進，並定期公布進度，提升溝通透明度，相關議題，於 2021 年並無收到任何性騷擾申訴,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
與同仁們共同達成目標,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
聯發科技重視良好的員工體驗，積極與員工溝通，藉由多元創新的管道了解員工需求，並提供優於法令之福利，照顧員工及其眷屬的身心健康與生活平衡；建立多元共融職場，讓同仁可以在工作中充分表達自己，發揮潛能,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
為提供良好的員工體驗，聯發科技建置即時且雙向的溝通管道，讓公司資訊正確且迅速的傳達給員工，員工的聲音也能獲得傾聽與回應。整合並透明傳遞彼此的期待與感受，建立永續強健的勞資關係,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
